Gender,Height,Weight
Male,67.54907,183.2665
Male,74.76745,210.3699
Male,71.41895,198.0425
Male,67.12034,172.6641
Male,69.85959,197.0709
Male,68.43081,190.5058
Male,67.93348,184.5555
Male,68.49534,179.9298
Male,65.24414,159.5032
Male,70.18535,197.8845
Male,71.10413,217.2696
Male,68.44758,187.9074
Male,65.42058,176.8617
Male,67.70079,185.1482
Male,74.22306,223.308
Male,71.16725,206.943
Male,67.23077,171.0169
Male,67.88056,175.2228
Male,67.37638,173.3104
Male,68.76125,181.126
Male,71.70527,202.609
Male,69.38099,199.8509
Male,73.71653,223.5147
Male,69.45338,219.2617
Male,70.78629,211.2161
Male,71.76846,200.799
Male,69.34345,208.8098
Male,65.28603,161.4201
Male,70.92184,207.8359
Male,68.59666,180.8312
Male,68.6038,176.8155
Male,69.47874,194.6038
Male,65.9309,163.0084
Male,68.52335,173.2707
Male,73.92912,215.62
Male,71.19794,210.1345
Male,66.55659,185.0423
Male,71.74228,187.9654
Male,69.74483,188.1811
Male,66.75065,179.542
Male,69.69242,211.7184
Male,70.40352,197.6921
Male,69.01974,186.288
Male,64.73229,166.1061
Male,70.99807,188.8118
Male,64.45981,161.3788
Male,69.74952,193.4763
Male,71.52685,189.2822
Male,68.32792,207.7849
Male,70.76472,199.3231
Male,71.41905,209.8583
Male,69.39047,180.1755
Male,72.00173,196.2144
Male,69.19147,189.4388
Male,66.16636,165.5146
Male,67.27214,182.3943
Male,70.91584,189.5576
Male,69.11989,189.6259
Male,67.40903,170.1913
Male,72.93865,216.0975
Male,70.49093,177.0678
Male,69.00826,196.0512
Male,66.76211,167.7005
Male,69.12066,179.6079
Male,73.12627,220.6614
Male,67.48682,164.2952
Male,64.95508,156.5448
Male,67.78249,183.681
Male,67.6624,170.3055
Male,66.4764,168.6273
Male,72.98707,209.638
Male,69.56323,195.346
Male,71.00356,194.3226
Male,69.91564,219.3679
Male,71.69714,205.1617
Male,67.64994,178.8826
Male,68.29555,181.7249
Male,68.68726,203.5603
Male,68.91577,165.1559
Male,68.96088,197.9314
Male,67.24724,173.284
Male,68.91586,183.9478
Male,65.83854,139.534
Male,64.67108,160.1885
Male,66.2959,163.604
Male,67.09759,193.9551
Male,66.99829,189.8933
Male,70.96197,184.2239
Male,68.42087,190.7955
Male,67.65253,188.2007
Male,75.62019,226.2078
Male,70.54924,197.8794
Male,68.89084,190.5135
Male,68.28453,176.2466
Male,64.99508,177.7271
Male,65.57577,173.6916
Male,69.30609,210.4637
Male,65.70472,170.1006
Male,67.80399,173.4599
Male,69.21615,184.9367
Male,68.01501,194.2869
Male,61.92695,149.1497
Male,67.26636,192.4708
Male,67.67682,179.7508
Male,69.9709,202.8633
Male,65.31346,163.3573
Male,71.90601,217.0277
Male,66.2339,183.1612
Male,65.81494,166.5836
Male,72.84495,205.2509
Male,70.94944,189.7031
Male,71.34381,218.5863
Male,71.05566,203.1394
Male,61.92555,139.9051
Male,68.76246,196.2938
Male,67.58394,179.937
Male,67.36169,164.1459
Male,65.87916,168.1749
Male,68.69476,189.7425
Male,69.53486,195.1704
Male,66.63469,190.468
Male,69.8099,204.4266
Male,68.67987,196.1516
Male,71.61518,209.6708
Male,69.6898,190.9334
Male,70.90109,197.9448
Male,68.00581,186.7803
Male,70.61574,188.6638
Male,71.57119,176.3766
Male,73.01286,209.3295
Male,60.74812,136.1679
Male,69.08212,190.9352
Male,69.33874,191.4457
Male,67.75714,184.9382
Male,76.02708,232.3135
Male,72.22762,201.7789
Male,68.92104,188.3288
Male,65.33493,174.6557
Male,65.9324,183.9433
Male,70.46669,187.5174
Male,73.18104,213.8475
Male,68.55088,175.2195
Male,68.52941,169.5448
Male,63.59646,144.5919
Male,67.14424,175.6792
Male,70.81637,197.1984
Male,73.53028,222.9259
Male,66.14107,165.4045
Male,67.90685,170.4172
Male,71.43338,216.634
Male,67.11268,173.7075
Male,73.28392,217.896
Male,63.67258,161.0131
Male,69.22532,193.7563
Male,69.67012,177.1192
Male,70.48545,204.8274
Male,69.00468,176.7319
Male,68.45789,192.7619
Male,66.02473,166.961
Male,69.31817,186.738
Male,69.07774,188.5062
Male,73.56227,208.3615
Male,66.08769,161.4958
Male,73.52598,214.9665
Male,69.67906,205.1334
Male,66.67678,183.1973
Male,72.96167,208.895
Male,68.24687,207.9256
Male,71.95663,210.6638
Male,71.05863,204.2728
Male,66.97695,195.1987
Male,68.478,190.686
Male,71.28444,199.6353
Male,64.98046,166.8215
Male,66.76188,178.7975
Male,68.76616,185.7722
Male,68.99254,193.755
Male,71.29519,228.8005
Male,69.04948,192.3497
Male,66.54148,175.9835
Male,68.51552,176.1412
Male,67.45972,177.4825
Male,71.35738,201.7608
Male,68.59041,176.8431
Male,69.73609,185.5243
Male,69.83386,188.041
Male,72.41059,189.3844
Male,65.4346,166.0967
Male,66.26766,170.2502
Male,69.9743,212.8043
Male,71.20919,196.1455
Male,69.9374,202.2791
Male,71.38602,201.332
Male,64.58878,158.4541
Male,68.79298,174.4895
Male,68.44575,183.7834
Male,69.20158,188.1035
Male,69.42602,176.1934
Male,69.60623,194.2007
Male,72.88171,194.1995
Male,62.17833,145.8988
Male,68.87471,191.8337
Male,71.08008,209.8536
Male,72.18253,201.2615
Male,72.06275,208.7819
Male,67.38006,182.6734
Male,67.93463,166.4351
Male,70.80193,193.3935
Male,65.54912,178.4482
Male,70.19122,205.9418
Male,71.779,199.2098
Male,68.13029,192.0296
Male,68.35948,175.2609
Male,66.09036,170.0064
Male,71.58012,205.3476
Male,73.53667,196.0433
Male,71.11553,208.1453
Male,70.7943,202.8908
Male,71.72906,188.595
Male,63.19653,162.4297
Male,68.10111,182.8524
Male,65.8561,157.3175
Male,68.34646,178.676
Male,69.56023,187.2175
Male,68.7283,171.621
Male,70.15828,200.5342
Male,68.92334,193.9274
Male,64.30017,155.4897
Male,70.45563,192.5279
Male,68.62406,159.8625
Male,69.66475,176.2593
Male,69.05888,171.7089
Male,67.22699,181.7096
Male,66.1158,171.3867
Male,68.61739,179.132
Male,69.24901,187.4694
Male,69.64191,182.0045
Male,72.79703,214.474
Male,75.044,208.5264
Male,70.97268,190.222
Male,74.38801,217.1438
Male,64.36216,156.0739
Male,71.327,206.3852
Male,67.17202,178.1528
Male,74.40167,228.8384
Male,63.86792,174.4734
Male,68.88599,164.2149
Male,72.13199,212.1573
Male,68.40373,206.0149
Male,65.09266,167.4335
Male,69.22968,195.2186
Male,71.94779,209.1755
Male,67.46299,182.3013
Male,69.31291,190.1851
Male,63.73105,160.3449
Male,60.67982,129.301
Male,70.66332,195.6263
Male,67.59403,186.7514
Male,74.64951,227.5006
Male,70.46708,197.1875
Male,71.94401,209.5563
Male,74.02575,209.7593
Male,70.78223,220.4368
Male,64.72726,169.2079
Male,68.38302,185.8456
Male,71.46922,192.6915
Male,66.94445,177.0261
Male,70.79698,199.9474
Male,65.29243,168.7103
Male,61.75401,123.5281
Male,62.48067,160.2422
Male,67.80568,197.0826
Male,69.52599,161.9709
Male,72.50076,201.6551
Male,70.48529,194.7862
Male,66.68974,162.5654
Male,71.29192,175.811
Male,71.79677,209.3793
Male,73.05634,204.4603
Male,68.85335,210.8691
Male,66.04544,169.3263
Male,73.9859,223.3261
Male,69.25162,192.9469
Male,69.34066,172.9048
Male,70.97626,191.5722
Male,63.56128,157.1195
Male,69.77015,182.7955
Male,65.18848,151.8869
Male,69.97894,193.3411
Male,69.7506,185.428
Male,71.17143,195.3823
Male,70.572,174.1969
Male,65.65109,164.6498
Male,67.13841,163.845
Male,65.91809,174.72
Male,73.78664,212.9006
Male,67.73725,172.7943
Male,65.54408,171.9803
Male,71.21391,195.9234
Male,65.59235,174.8153
Male,65.66755,174.5669
Male,61.97274,140.2777
Male,73.89994,215.5597
Male,72.34218,215.8582
Male,70.31169,184.2439
Male,67.11556,168.2022
Male,65.93248,151.3846
Male,67.22775,185.9702
Male,70.11434,203.2417
Male,74.8415,223.9457
Male,64.5273,148.4722
Male,70.05125,207.1946
Male,71.83317,205.1931
Male,72.83674,209.4225
Male,73.30187,199.1669
Male,66.39319,165.0646
Male,66.51516,180.7605
Male,69.27281,202.2988
Male,68.23195,195.262
Male,70.41387,184.2327
Male,69.72689,188.4538
Male,65.51073,157.205
Male,69.13727,196.5523
Male,73.66619,208.3662
Male,65.89275,158.185
Male,68.35443,184.5984
Male,70.42473,197.9075
Male,72.0802,202.8672
Male,71.71112,199.0808
Male,65.72916,156.224
Male,63.89834,168.2995
Male,70.31601,201.5107
Male,65.78873,174.5849
Male,69.82746,196.9308
Male,68.33115,197.7568
Male,67.74159,165.6433
Male,75.03389,232.8861
Male,73.40406,192.7324
Male,69.55476,192.1817
Male,64.53904,157.1293
Male,67.54676,163.4952
Male,73.09648,205.1576
Male,66.55398,171.4286
Male,73.9916,208.9646
Male,70.86269,209.7591
Male,71.56873,206.2605
Male,65.83839,177.2117
Male,70.27553,211.7163
Male,61.77352,149.5148
Male,74.82495,220.3364
Male,71.60515,192.4279
Male,67.2601,163.3865
Male,70.92419,199.7784
Male,75.05967,218.5837
Male,73.10088,223.2065
Male,70.66199,217.9519
Male,67.14467,171.2078
Male,67.12315,147.538
Male,69.52494,170.0372
Male,65.22469,160.8361
Male,68.41046,185.1277
Male,68.76346,177.0834
Male,67.93687,188.8841
Male,69.23783,159.2449
Male,68.46572,188.0793
Male,65.69429,150.9606
Male,69.431,172.3259
Male,66.13539,166.3638
Male,70.87705,186.3398
Male,65.97307,187.6584
Male,64.93912,163.8802
Male,68.3686,196.9495
Male,69.52555,189.7074
Male,66.4556,188.9748
Male,69.47458,177.3439
Male,68.7301,184.1304
Male,73.78127,221.2401
Male,76.50188,217.8823
Male,71.2257,199.1828
Male,64.50621,164.5004
Male,66.50381,163.2699
Male,69.21041,187.6248
Male,63.54637,150.3467
Male,69.73113,202.7071
Male,68.60821,181.7248
Male,71.46413,206.5909
Male,69.50949,203.9854
Male,73.75964,231.6087
Male,68.27779,195.1899
Male,72.45463,200.29
Male,70.76919,195.3531
Male,70.45214,188.0988
Male,68.9041,194.6598
Male,69.23843,197.4121
Male,67.27785,156.4163
Male,71.46376,207.7685
Male,68.84063,171.9211
Male,71.40596,216.9233
Male,70.14487,190.5854
Male,70.67969,206.1198
Male,68.54112,201.1089
Male,71.43473,206.5941
Male,65.22082,158.9872
Male,70.77315,208.2236
Male,69.76009,187.8121
Male,63.96253,168.3495
Male,70.30416,196.8351
Male,70.31685,205.5219
Male,67.40541,164.5744
Male,67.1215,167.1915
Male,68.37758,168.9973
Male,69.57824,184.2198
Male,62.53225,168.1533
Male,69.33682,184.1194
Male,66.78747,172.1755
Male,75.39129,218.6047
Male,70.21363,189.6583
Male,71.10356,196.7599
Male,69.79389,181.7232
Male,66.47184,175.3892
Male,70.71371,208.7104
Male,63.61872,162.675
Male,70.54928,191.3188
Male,67.40282,192.6727
Male,71.43517,213.3378
Male,68.59341,187.4025
Male,71.45233,203.4483
Male,70.69879,189.9855
Male,71.39146,197.3071
Male,70.48564,193.3599
Male,74.40819,226.701
Male,63.40042,185.1881
Male,68.39972,171.3291
Male,67.42985,175.1244
Male,70.812,196.2211
Male,67.11027,194.7524
Male,67.72822,184.4685
Male,68.55083,179.5568
Male,68.61948,192.6056
Male,70.60576,197.3412
Male,67.08678,164.1757
Male,65.31171,167.3277
Male,69.92415,185.8666
Male,68.36463,193.9817
Male,70.8698,205.8639
Male,76.0123,235.438
Male,67.96597,176.9667
Male,69.76509,199.0264
Male,69.56867,200.7041
Male,71.56002,213.9786
Male,70.95805,201.6633
Male,65.44092,144.132
Male,70.97612,202.6032
Male,67.99285,183.9581
Male,70.51852,199.5684
Male,69.10919,176.0454
Male,71.60557,194.9326
Male,69.88956,203.5183
Male,66.4569,166.6846
Male,70.29135,207.5085
Male,62.61997,152.853
Male,66.62168,146.2308
Male,65.35029,156.7613
Male,71.60674,209.9649
Male,69.41291,183.9021
Male,69.89381,200.7969
Male,65.66596,164.2156
Male,64.40827,154.641
Male,68.62689,189.4492
Male,69.60028,176.5949
Male,67.45323,173.2722
Male,68.16999,185.2531
Male,69.55361,203.8111
Male,65.7473,182.0517
Male,73.12239,201.7038
Male,66.62093,177.8427
Male,69.14591,202.6282
Male,65.9658,186.2254
Male,67.20327,185.454
Male,65.45396,175.8445
Male,73.03009,209.5878
Male,68.31724,179.3709
Male,66.33428,165.3683
Male,72.36198,198.263
Male,67.71743,184.9318
Male,70.47759,200.248
Male,71.16299,199.444
Male,69.35478,202.3322
Male,70.09724,201.9937
Male,69.29729,197.3588
Male,63.30997,157.0035
Male,67.88723,183.3433
Male,73.20297,203.0231
Male,73.14116,193.926
Male,70.89598,195.6014
Male,72.14269,214.8539
Male,72.13278,184.1472
Male,71.20662,193.7433
Male,66.25215,170.1095
Male,72.34159,205.6996
Male,68.06892,166.2635
Male,71.39731,198.4067
Male,65.72603,169.6753
Male,67.11045,160.0503
Male,72.21503,204.9378
Male,63.00978,147.9018
Male,69.56916,180.9498
Male,70.404,217.8372
Male,68.03022,189.3616
Male,69.77791,176.0903
Male,62.07864,130.2773
Male,65.83442,159.3191
Male,70.78094,191.9682
Male,69.57143,182.1541
Male,67.32706,188.3517
Male,67.8146,191.76
Male,66.68224,162.767
Male,69.63971,197.5962
Male,64.77424,182.5898
Male,73.96294,200.0072
Male,67.93338,184.4095
Male,66.77004,165.4898
Male,68.93636,176.6522
Male,76.43456,228.873
Male,68.99615,180.3509
Male,73.50184,225.9722
Male,69.6031,189.8166
Male,72.06738,202.2621
Male,70.48922,178.9187
Male,67.03485,167.0442
Male,66.18411,172.6376
Male,68.69421,179.9625
Male,66.65323,160.1474
Male,69.83866,178.3925
Male,66.24506,154.5887
Male,72.81103,208.8488
Male,64.47475,169.4306
Male,69.75448,181.641
Male,70.66144,203.8448
Male,72.47062,184.4463
Male,68.17153,199.7018
Male,72.98717,206.6294
Male,70.53356,196.5843
Male,70.04695,190.0024
Male,69.01607,196.7639
Male,73.54916,222.2975
Male,68.1181,180.0656
Male,68.28764,178.4326
Male,71.52705,202.7487
Male,73.39654,220.9458
Male,69.84456,198.6303
Male,70.15197,203.7345
Male,66.29973,150.1494
Male,76.49293,227.1393
Male,71.03239,186.7625
Male,66.63104,170.4211
Male,66.07554,182.428
Male,70.61316,187.472
Male,65.20348,158.6646
Male,66.86186,175.7973
Male,73.758,220.7702
Male,69.89809,195.7589
Male,69.52732,189.0274
Male,66.74448,154.1269
Male,69.07449,179.3868
Male,68.56175,172.1954
Male,70.32255,190.4618
Male,71.94912,208.0889
Male,70.91655,191.8833
Male,70.37112,197.3824
Male,67.79648,189.6832
Male,68.7,208.0682
Male,69.11463,188.7173
Male,67.6971,187.4239
Male,71.28033,217.9036
Male,71.42758,201.8428
Male,71.04336,204.6277
Male,64.72626,143.3476
Male,67.14816,182.0312
Male,72.2917,202.1044
Male,70.24287,192.7961
Male,64.45786,158.9167
Male,74.46499,213.4821
Male,65.29892,162.8183
Male,72.74953,212.1807
Male,65.71818,155.1755
Male,68.89009,194.6814
Male,73.03841,209.4754
Male,69.86075,198.3218
Male,69.8612,179.6625
Male,71.76556,192.6904
Male,66.82085,179.8016
Male,67.78769,190.5068
Male,69.25071,196.1411
Male,68.92967,180.8265
Male,68.99711,186.6353
Male,66.37399,167.7844
Male,66.37652,179.4689
Male,69.05457,181.3604
Male,65.66748,161.4222
Male,62.75288,149.7597
Male,66.57799,161.2019
Male,67.27217,187.3634
Male,69.83655,176.0117
Male,74.21643,238.5695
Male,71.23053,209.0329
Male,70.76287,194.7966
Male,67.87895,163.7244
Male,67.11453,182.5125
Male,66.53981,175.0933
Male,67.09122,180.8807
Male,68.89342,172.6542
Male,71.8827,207.5756
Male,70.53188,194.0095
Male,69.20811,187.8671
Male,66.85474,161.224
Male,77.1608,228.7073
Male,68.19854,176.4568
Male,66.79579,186.9939
Male,74.07021,218.4236
Male,69.69174,184.619
Male,70.48276,199.3592
Male,66.20296,164.6345
Male,71.85789,193.43
Male,65.97521,171.0768
Male,72.67696,217.5614
Male,69.81202,188.065
Male,69.04315,178.1848
Male,63.85068,151.9967
Male,64.90979,145.1761
Male,65.04544,147.6603
Male,68.8744,183.4385
Male,69.98222,178.3484
Male,62.7093,152.8205
Male,66.92344,173.6343
Male,67.26904,180.0357
Male,72.12253,200.3368
Male,69.6114,170.2962
Male,65.1847,166.7386
Male,74.08027,194.7789
Male,61.12183,152.7911
Male,68.32145,206.4261
Male,63.95293,164.7715
Male,68.58137,181.1671
Male,64.92591,185.0019
Male,69.65975,209.5204
Male,71.12075,197.3454
Male,62.80419,148.605
Male,70.81126,201.2243
Male,69.54951,199.1938
Male,67.03235,188.4597
Male,67.39683,178.3002
Male,69.37184,173.4302
Male,74.54514,218.4376
Male,66.55652,173.3868
Male,67.25995,186.3208
Male,66.00197,165.1677
Male,67.28351,203.1358
Male,67.92463,161.6708
Male,66.05763,164.4705
Male,65.84458,170.7924
Male,69.03106,170.3101
Male,70.32712,192.4972
Male,66.53431,166.3713
Male,71.47167,196.541
Male,70.04693,183.6196
Male,68.60571,187.2914
Male,68.98238,178.2824
Male,73.78888,222.3976
Male,69.07281,190.5879
Male,73.18795,204.1038
Male,68.67738,192.1962
Male,64.92234,179.4091
Male,66.11123,192.7656
Male,67.74899,169.7403
Male,71.8139,192.8164
Male,69.19544,185.7292
Male,67.40717,188.5941
Male,69.87663,179.6809
Male,64.36668,162.4951
Male,67.49285,183.3838
Male,73.12243,221.4459
Male,67.65295,188.8899
Male,68.5379,191.8229
Male,70.72476,214.2615
Male,68.23015,182.3828
Male,67.69712,163.9399
Male,73.71674,198.4622
Male,68.85846,187.3951
Male,66.47377,175.9474
Male,69.97228,188.6259
Male,67.55618,200.7797
Male,74.27202,209.9375
Male,72.09386,201.8627
Male,69.56978,182.7948
Male,71.61409,206.1634
Male,67.13855,171.877
Male,68.41565,171.3212
Male,78.09587,255.6908
Male,68.64263,178.8168
Male,70.02684,186.3587
Male,74.32568,220.8457
Male,72.23164,202.1372
Male,67.66666,193.0816
Male,66.42419,157.2881
Male,65.07111,180.7565
Male,69.15698,206.5152
Male,67.80531,180.0045
Male,68.23875,193.9838
Male,72.54885,203.6276
Male,74.05643,211.7305
Male,73.23679,201.0998
Male,72.83768,212.204
Male,68.26982,167.9107
Male,70.07182,207.0867
Male,71.73869,185.8426
Male,68.67396,172.8472
Male,70.18214,184.7233
Male,66.94661,182.3697
Male,67.67599,188.3114
Male,67.90357,168.6779
Male,67.19943,173.4886
Male,66.99786,178.0573
Male,66.02971,174.0582
Male,67.81429,192.0664
Male,71.44765,191.1772
Male,70.07932,189.596
Male,73.72161,210.2235
Male,66.38801,159.3769
Male,68.19609,189.8749
Male,68.27536,176.1791
Male,65.93965,177.2854
Male,66.87188,170.324
Male,66.19801,165.9333
Male,73.30301,232.2506
Male,69.28504,206.8834
Male,71.76976,200.3564
Male,63.63948,163.2579
Male,72.16154,188.9133
Male,72.00328,207.5421
Male,68.16584,173.4565
Male,69.0849,189.8568
Male,67.18845,169.8908
Male,63.61502,160.7877
Male,71.72061,211.0076
Male,70.47513,193.8574
Male,72.86759,217.3353
Male,68.16284,176.7418
Male,69.67915,203.317
Male,63.00005,165.556
Male,71.75813,211.7374
Male,71.62968,201.5038
Male,71.06411,200.6842
Male,70.11514,189.5329
Male,70.44887,206.4997
Male,68.54147,173.2997
Male,71.33392,221.122
Male,67.18094,169.8295
Male,73.10634,219.7866
Male,70.88749,182.8879
Male,71.91023,198.0788
Male,73.5693,216.6178
Male,69.80158,203.2584
Male,70.62787,185.247
Male,66.31458,148.2657
Male,70.26936,192.307
Male,70.9787,206.523
Male,70.31507,181.7894
Male,71.5137,212.7287
Male,70.99855,195.959
Male,66.69531,155.129
Male,72.659,207.5064
Male,66.51004,181.9382
Male,66.57823,164.117
Male,66.72468,185.3139
Male,69.29555,178.1754
Male,68.32298,178.4132
Male,65.79795,162.0277
Male,70.12376,217.4257
Male,69.06409,189.8066
Male,70.90774,197.2166
Male,66.75413,178.3828
Male,68.58936,178.0453
Male,70.97379,184.9826
Male,63.1786,153.6068
Male,69.90321,221.8976
Male,67.73372,175.5643
Male,71.09296,198.8291
